title,url,stars,name,reviewurl,text
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Halele Putung,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZbW9yOGlnRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMCYmor8igE%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,badrun tamam,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURvMnB5dHdBRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMDo2pytwAE%7C%7C?hl=id,Luar biasa
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Sofi Ngangenin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNvbmZPSWF3EAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMConfOIaw%7C%7C?hl=id,View nya bagus & sejuk
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Alfiah Faik,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURROGIya1FnEAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMDQ8b2kQg%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Sri Atik,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRMjVLa2Z3EAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMCQ25Kkfw%7C%7C?hl=id,keren
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,Diva Kurnia Dwi Salsabila,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURnNW9IZmtBRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMDg5oHfkAE%7C%7C?hl=id,"banyak pengemis yang memaksa, buruk bangett gapunya etika"
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,syaiful ilup,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnTUNnaXNBdxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMCgisAw%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,queen aqeela,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBcFBhME5BEAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMDApPa0NA%7C%7C?hl=id,"Tempat wisata religi tp gk nyaman sama pengemisnya, suka maksa"
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,4,Azis Biyan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBMEwyazlBRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMDA0L2k9AE%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Showroom Barizi919,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBZzh5UVlREAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMCAg8yQYQ%7C%7C?hl=id,mantap
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Moh Ansori,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBZ3FMVkdREAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgMCAgqLVGQ%7C%7C?hl=id,Arus baya tempat yg keramat banyak orang yg ngalap berkah
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Irwan Nugroho,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfMGJmMFVBEAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgID_0bf0UA%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Choirul Bodronoyo,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURobGMzN0d3EAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgIDhlc37Gw%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Hudjatul Islam,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNfd3JhWEhnEAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgIC_wraXHg%7C%7C?hl=id,Alhamdulillah pemakaman yang sangat baik dan terawat.. Suasana yg sangat syahdu mengingatkan kita akan kematian.
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,3,Bhegus Store,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2NWZTcWtnRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgICv5fSqkgE%7C%7C?hl=id,"Tempatnya bagus dan bersejarah tapi banyak pengemis, mohon dirapikan para pengemisnya agar pengunjung tidak risih saat berziarah"
